,num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
347,3,5,773.66,Yes,No,Flat,35807.59,0,Urban,2311.6153254
348,2,2,1075.89,No,No,Flat,16451.71,0,Rural,1073.3533821
349,2,4,772.33,No,No,Not Flat,31731.94,2,Urban,1594.831389
350,2,5,662.58,No,Yes,Flat,22932.87,1,Urban,2349.1629903000003
351,1,8,843.47,Yes,Yes,Flat,33015.78,0,Urban,2311.7272764
352,3,6,551.32,No,Yes,Not Flat,40545.49,1,Rural,1113.7098429
353,1,5,831.82,Yes,Yes,Flat,28563.2,0,Rural,1415.6791418999999
354,1,4,870.57,No,Yes,Not Flat,10237.39,1,Urban,1548.1395381
355,2,7,786.06,No,Yes,Not Flat,35869.9,2,Urban,1968.9174192
356,2,9,759.64,Yes,Yes,Flat,19296.1,1,Rural,1907.7483680999999
357,2,6,520.46,No,Yes,Not Flat,38685.23,3,Urban,2634.7599501
358,2,7,811.63,No,Yes,Flat,47453.09,2,Urban,2100.6562461
359,2,5,974.83,Yes,Yes,Not Flat,18894.52,2,Urban,2928.9376236000003
360,1,5,836.06,Yes,No,Not Flat,24032.65,0,Rural,759.3231753
361,1,5,812.24,Yes,Yes,Flat,19179.15,0,Urban,2387.1483209999997
362,1,8,1055.17,Yes,Yes,Not Flat,15189.3,1,Rural,1622.4573027
363,3,11,555.62,No,No,Flat,52765.1,0,Urban,1443.9246981000001
364,2,10,1064.73,No,Yes,Flat,27339.04,1,Rural,1367.3460489
365,2,5,771.82,No,Yes,Flat,26668.29,2,Urban,2637.7514250000004
366,1,6,801.99,No,Yes,Flat,22542.9,1,Rural,977.7320658000001
367,3,6,730.36,No,Yes,Flat,19302.3,1,Urban,2232.7728699
368,2,6,753.22,Yes,Yes,Not Flat,15696.01,0,Urban,1801.8253992
369,1,4,877.23,No,Yes,Flat,33337.88,1,Urban,2103.0860316
370,4,5,762.6,No,No,Flat,12326.43,0,Rural,1012.8607236
371,2,5,778.5,No,Yes,Not Flat,26252.68,2,Rural,1478.6509793999999
372,3,7,725.84,No,Yes,Flat,18666.0,2,Rural,1492.5427743
373,2,1,661.54,Yes,Yes,Flat,40260.49,0,Urban,2241.4378994999997
374,2,4,504.24,No,Yes,Not Flat,25193.6,1,Rural,794.7707163
375,2,4,825.94,Yes,No,Flat,27846.65,2,Rural,1477.7853813000002
376,1,3,634.29,Yes,Yes,Not Flat,38155.18,0,Urban,1838.8169004000001
377,2,2,736.14,Yes,Yes,Flat,36618.88,0,Rural,1550.1343305
378,3,1,851.93,No,No,Not Flat,16419.26,1,Urban,1701.1220555999998
379,1,7,528.29,Yes,Yes,Flat,34288.53,0,Urban,2290.8172272
380,2,4,586.48,No,Yes,Flat,28153.0,0,Urban,1862.1722708999998
381,0,6,620.29,Yes,No,Not Flat,31055.69,1,Urban,2243.925249
382,1,8,957.95,No,Yes,Not Flat,34888.0,2,Urban,2386.4842314
383,2,5,583.22,Yes,Yes,Not Flat,19597.04,1,Rural,1829.4575751000002
384,3,7,729.7,Yes,Yes,Not Flat,29004.38,0,Urban,2006.8096749000001
385,2,10,606.2,Yes,Yes,Flat,31577.13,1,Rural,1620.4386027
386,3,7,601.03,No,Yes,Flat,23941.9,1,Urban,2127.2960795999998
387,1,7,935.01,No,Yes,Flat,27243.07,2,Rural,1797.107211
388,2,8,652.2,Yes,No,Not Flat,10756.64,3,Rural,1590.9452133
389,3,4,743.58,No,Yes,Flat,17822.06,0,Urban,1511.8236615
390,1,6,889.06,No,Yes,Flat,-1576.44,1,Rural,926.5178811
391,4,6,681.32,Yes,Yes,Not Flat,13481.07,1,Urban,2625.9990513000002
392,0,6,949.59,No,No,Not Flat,5200.62,3,Rural,1527.3809658
393,2,7,509.38,No,Yes,Not Flat,46025.99,0,Urban,1964.807643
394,2,6,888.47,Yes,Yes,Not Flat,27854.32,2,Rural,1776.0208847999997
395,2,9,747.74,No,Yes,Not Flat,21937.54,2,Rural,1117.3871838
396,2,7,770.67,No,Yes,Not Flat,19771.94,3,Urban,2183.097792
397,3,5,634.83,Yes,Yes,Flat,16128.76,3,Rural,2321.2143519
398,2,8,605.21,No,No,Flat,34695.89,2,Urban,2042.8672665
399,3,4,695.24,No,Yes,Not Flat,26862.82,0,Urban,1795.5660039000002
400,1,2,694.55,No,Yes,Flat,8498.6,1,Urban,2249.1196493999996
401,3,5,798.92,Yes,Yes,Flat,20900.09,2,Urban,2532.6294603
402,1,5,595.7,Yes,No,Not Flat,18885.43,1,Urban,2115.7842299999998
403,2,7,957.28,Yes,Yes,Not Flat,18063.68,0,Rural,1070.9470413000001
404,3,5,845.62,Yes,No,Flat,28938.08,1,Rural,1392.7857411
405,4,8,765.55,No,Yes,Flat,17127.48,0,Urban,1992.0624470999999
406,2,3,1063.48,No,Yes,Not Flat,20030.28,1,Urban,1976.89464
407,1,6,950.08,No,Yes,Flat,19782.36,2,Rural,1595.239056
408,1,4,733.47,No,Yes,Not Flat,29943.51,2,Urban,1848.7248174000001
409,1,5,889.54,No,Yes,Flat,8708.73,2,Rural,1165.7457479999998
410,2,6,931.66,Yes,No,Flat,22386.93,1,Rural,1854.0303942
411,1,9,879.67,No,Yes,Not Flat,34346.14,1,Rural,988.7248833
412,1,2,768.1,No,No,Not Flat,14810.27,2,Urban,1974.3202892999998
413,3,6,891.78,Yes,Yes,Not Flat,32648.4,1,Rural,1519.2499272
414,2,5,742.32,Yes,Yes,Flat,30714.7,1,Urban,2713.9984028999997
415,1,1,965.07,No,Yes,Flat,25904.59,2,Rural,1189.9816446
416,0,6,686.45,Yes,Yes,Not Flat,46078.72,1,Rural,1935.6509373
417,1,5,961.91,Yes,Yes,Not Flat,27755.02,0,Rural,1387.2425397000002
418,2,5,1069.87,Yes,Yes,Flat,25057.67,0,Urban,2244.9521712
419,3,8,867.34,Yes,Yes,Flat,28403.65,1,Rural,1624.1845902
420,3,5,686.58,No,Yes,Not Flat,44804.64,0,Rural,633.7118526
421,2,4,1015.45,No,Yes,Not Flat,24516.2,1,Urban,1705.9331622
422,1,2,669.69,Yes,Yes,Flat,24973.46,0,Rural,1081.6244904
423,2,3,626.42,Yes,Yes,Flat,19085.43,0,Urban,2152.3771179
424,1,3,1072.0,Yes,Yes,Flat,10174.71,0,Urban,2432.1091656
425,2,4,865.04,Yes,Yes,Flat,18391.27,0,Urban,2061.8831043
426,1,4,688.98,No,Yes,Flat,36571.26,2,Urban,2489.8670616
427,1,5,785.52,No,Yes,Flat,17110.12,0,Urban,1860.5557119
428,2,0,797.67,Yes,Yes,Flat,19047.93,2,Rural,2214.3862017
429,4,4,846.15,No,Yes,Not Flat,35945.14,0,Urban,1450.7241339
430,2,4,773.2,No,Yes,Not Flat,34162.2,1,Urban,2049.0944322
431,2,9,998.93,No,Yes,Flat,34392.57,0,Urban,1702.7672667
432,4,5,868.58,No,Yes,Not Flat,6788.84,2,Rural,1157.5137639
433,2,7,751.99,No,Yes,Flat,13348.51,1,Rural,1070.6285178
434,2,2,666.58,Yes,Yes,Flat,27716.53,1,Rural,1591.0737345
435,2,5,901.61,Yes,Yes,Flat,30061.2,1,Urban,2762.5662702
436,2,4,902.76,No,Yes,Not Flat,14608.19,1,Urban,1768.2265959000001
437,2,2,796.83,No,No,Flat,13898.86,0,Urban,1789.4080218
438,3,5,642.72,No,Yes,Not Flat,25405.56,0,Rural,533.9744952000001
439,2,4,832.37,No,Yes,Flat,6343.89,2,Rural,1588.5331598999999
440,2,5,988.29,Yes,Yes,Flat,41764.78,2,Urban,3160.164996
441,1,6,682.29,Yes,Yes,Flat,23078.73,0,Rural,1494.2862734999999
442,2,4,838.84,Yes,Yes,Flat,38464.04,3,Urban,3067.806633
443,1,5,890.73,No,Yes,Flat,30770.24,3,Urban,2417.0194263
444,2,2,752.77,No,Yes,Flat,21188.82,0,Rural,958.3016408999999
445,3,4,748.97,No,No,Not Flat,31973.67,2,Urban,1737.7128033
446,1,9,572.76,Yes,Yes,Flat,35408.69,3,Urban,2976.9633546
447,2,4,936.44,Yes,Yes,Not Flat,6757.32,3,Urban,3007.147518
448,2,5,943.71,No,No,Not Flat,26873.88,2,Rural,860.0546993999999
449,0,5,868.52,No,Yes,Flat,17440.95,0,Rural,686.8540506
450,2,4,885.58,No,No,Not Flat,34893.47,1,Rural,859.5525024
451,1,3,519.84,No,Yes,Flat,20211.03,0,Rural,939.9774737999999
452,2,3,958.46,No,Yes,Flat,28827.97,2,Urban,2637.0675957
453,1,6,699.62,Yes,Yes,Flat,31778.47,0,Urban,2054.4029958
454,3,6,709.33,No,Yes,Not Flat,18368.07,0,Rural,1073.9739038999999
455,2,1,835.9,No,Yes,Flat,24741.96,0,Rural,1046.7574593
456,0,5,669.56,No,No,Flat,29937.32,1,Rural,1252.4691273
457,1,7,1090.44,No,No,Not Flat,32838.33,1,Urban,2060.6788509000003
458,1,8,535.6,Yes,Yes,Flat,30021.33,0,Rural,1749.3473016000003
459,3,7,771.06,Yes,Yes,Flat,19482.65,0,Rural,1426.2819141
460,2,4,1147.92,No,Yes,Not Flat,17006.08,1,Urban,1778.3742644999998
461,2,7,938.86,Yes,Yes,Not Flat,16126.88,2,Urban,2857.1195232
462,2,5,947.73,No,Yes,Not Flat,31293.59,1,Rural,1110.2196768
463,3,6,848.71,No,Yes,Not Flat,12959.34,0,Urban,1304.1552486
464,3,6,958.96,No,Yes,Not Flat,19078.68,2,Urban,1924.2384513
465,2,4,687.94,No,Yes,Flat,24203.05,1,Rural,1201.6384872
466,3,5,811.93,No,Yes,Flat,38603.17,0,Rural,882.2713613999999
467,1,3,988.94,No,Yes,Flat,15642.66,1,Urban,1760.7983015999998
468,2,3,703.79,No,Yes,Not Flat,42236.78,0,Urban,1312.1595413999999
469,4,3,534.57,Yes,Yes,Flat,23102.74,2,Rural,2112.2959275
470,3,4,878.4,No,Yes,Not Flat,25774.32,1,Urban,1806.3945405
471,1,2,795.15,No,Yes,Flat,26411.26,1,Urban,2256.858411
472,3,6,693.03,Yes,Yes,Flat,28093.23,2,Urban,2802.233196
473,2,1,984.8,No,Yes,Not Flat,24249.31,2,Urban,2062.3803804
474,0,5,591.87,No,Yes,Flat,20541.51,1,Urban,1797.9906852
475,0,6,803.83,No,Yes,Not Flat,25585.89,2,Urban,1818.8722850999998
476,4,5,627.4,Yes,Yes,Flat,23288.42,1,Urban,2216.8005476999997
477,4,5,695.95,Yes,Yes,Flat,19703.61,2,Urban,2885.2257522
478,0,3,698.83,No,No,Not Flat,13817.63,0,Rural,292.63245144
479,2,4,1106.99,No,Yes,Not Flat,10691.95,1,Urban,1763.7657233999998
480,1,5,702.04,No,No,Not Flat,31462.81,1,Urban,1459.8779307
481,3,6,695.68,No,No,Flat,24977.27,0,Rural,527.6618853
482,-1,5,806.5,Yes,Yes,Not Flat,10799.59,0,Rural,1350.7583925
483,2,4,1111.85,Yes,Yes,Flat,30600.54,1,Urban,2556.1311891
484,1,3,966.98,Yes,Yes,Not Flat,13996.33,0,Rural,1545.6298865999997
485,3,7,696.91,No,No,Flat,14380.37,1,Rural,1179.8862720000002
486,3,3,720.13,Yes,No,Flat,49294.85,2,Rural,2122.7978862
487,1,5,793.79,Yes,Yes,Not Flat,26738.67,1,Urban,2622.9338013
488,2,2,830.26,No,Yes,Not Flat,16432.02,1,Urban,1834.4573154
489,5,5,1016.56,No,Yes,Not Flat,31100.16,1,Urban,1920.6112355999999
490,3,5,775.72,No,Yes,Not Flat,18999.34,3,Urban,2255.2124991
491,1,2,977.21,Yes,Yes,Flat,20664.1,0,Urban,1999.9161501
492,3,1,642.96,No,Yes,Flat,13626.5,0,Urban,1980.5260412999999
493,2,6,792.67,Yes,No,Not Flat,46841.59,1,Urban,1911.3464030999999
494,3,3,723.66,Yes,Yes,Not Flat,8771.54,2,Urban,2576.9702691
495,2,5,690.67,Yes,Yes,Flat,39842.83,1,Urban,2614.3584747
496,1,5,903.23,Yes,Yes,Not Flat,20150.28,1,Urban,2297.3945397
497,3,8,684.81,Yes,Yes,Not Flat,24404.43,1,Rural,1825.1426751
498,2,3,1004.21,No,No,Not Flat,13647.46,0,Rural,500.9812332
499,0,2,795.29,Yes,Yes,Not Flat,36365.17,2,Rural,2015.6478164999999
500,3,3,835.89,Yes,Yes,Flat,14067.73,2,Rural,2005.5551351999998
501,3,3,786.47,No,No,Not Flat,15641.6,1,Urban,1425.0234792
502,3,1,714.14,Yes,Yes,Not Flat,13262.51,0,Urban,1850.6795078999999
503,3,7,699.63,Yes,Yes,Not Flat,16616.36,2,Urban,2684.2138083
504,3,7,1130.5,No,Yes,Not Flat,32998.19,1,Rural,1271.4632343
505,1,5,929.73,Yes,Yes,Flat,44518.73,0,Rural,1507.8279204
506,1,9,834.03,Yes,No,Flat,24583.35,1,Urban,2462.1681906
507,2,6,674.74,Yes,Yes,Not Flat,36430.8,1,Rural,1460.9146977
508,2,6,733.45,No,No,Flat,20701.74,1,Urban,2142.5958798
509,0,1,974.21,No,Yes,Flat,32363.36,1,Rural,1342.2542256
510,3,4,941.85,Yes,Yes,Flat,27887.61,2,Rural,1974.9617205
511,3,5,732.97,No,Yes,Flat,27439.77,1,Urban,1958.6720157
512,1,4,663.37,No,Yes,Not Flat,19092.23,1,Rural,1180.5853803
513,0,4,699.81,No,No,Flat,22303.66,1,Urban,2064.091473
514,2,2,1136.0,Yes,No,Not Flat,22178.75,1,Rural,1652.4063645
515,4,4,1041.18,No,Yes,Not Flat,20060.1,0,Urban,1384.615515
516,3,5,773.02,No,No,Flat,31408.38,2,Rural,1136.104869
517,3,5,1084.52,Yes,Yes,Not Flat,1587.7,1,Rural,1368.7706136
518,1,5,790.71,No,Yes,Flat,37050.82,0,Rural,1090.0165209000002
519,4,4,516.43,Yes,Yes,Not Flat,20372.66,1,Rural,1402.1780763
520,3,6,1057.52,Yes,Yes,Not Flat,16420.09,1,Rural,1577.1665957999999
521,2,2,760.93,No,Yes,Not Flat,17974.11,1,Urban,1750.3142405999997
522,2,8,807.56,Yes,Yes,Not Flat,22984.61,0,Urban,2132.3351829
523,2,3,1034.6,No,Yes,Not Flat,28074.6,0,Urban,1393.7903064
524,2,5,861.43,No,No,Flat,28405.85,0,Urban,1495.8500754000002
525,1,5,900.45,Yes,No,Not Flat,15115.43,1,Urban,2105.2923267
526,0,6,737.19,No,Yes,Flat,17451.85,3,Urban,2586.2325948000002
527,2,4,854.11,No,Yes,Not Flat,25119.88,1,Urban,1669.1215317
528,1,3,786.13,No,Yes,Not Flat,28819.69,1,Urban,1579.3775142
529,2,5,547.37,Yes,Yes,Flat,16397.97,1,Rural,1958.5830009000001
530,2,3,752.63,No,Yes,Flat,16120.11,2,Rural,1571.6723972999998
531,2,4,699.42,No,Yes,Not Flat,24008.13,0,Urban,1418.1793427999999
532,1,4,705.27,No,No,Flat,32894.0,1,Urban,1965.2523654000001
533,2,5,924.54,No,Yes,Not Flat,15145.56,2,Rural,1376.4498048
534,2,6,862.53,No,Yes,Flat,36313.84,1,Rural,1291.8884388000001
535,2,7,687.45,No,Yes,Flat,19574.41,0,Urban,1676.2568723999998
536,0,5,928.69,No,Yes,Not Flat,26182.2,0,Urban,1874.0768558999998
537,2,8,1018.86,Yes,Yes,Flat,13611.22,2,Urban,2885.0279817
538,3,7,786.75,No,Yes,Flat,41083.05,1,Urban,2120.0440749
539,1,2,924.05,Yes,No,Flat,11499.93,1,Rural,1620.2284368
540,3,5,579.46,Yes,Yes,Not Flat,37876.75,0,Urban,2048.2648113
541,3,5,831.08,No,Yes,Not Flat,10099.02,1,Rural,1285.6539750000002
542,2,4,717.39,Yes,Yes,Flat,19565.61,1,Rural,1419.6207180000001
543,3,4,640.71,Yes,Yes,Not Flat,41718.43,1,Rural,1718.704932
544,4,6,691.92,Yes,No,Flat,7902.71,1,Urban,2237.351244
545,1,4,893.34,No,No,Flat,37558.92,1,Rural,1302.9375291000001
546,1,7,904.79,Yes,Yes,Not Flat,29416.5,0,Urban,2381.0699148000003
547,1,5,699.25,Yes,Yes,Not Flat,28249.71,2,Urban,2823.8565642
548,3,7,643.43,Yes,Yes,Not Flat,12380.29,0,Urban,2247.5595294
549,2,9,1113.99,Yes,Yes,Not Flat,28093.77,2,Rural,1827.8638217999999
550,1,5,735.06,No,Yes,Not Flat,29839.01,0,Rural,1070.9955501
551,1,3,808.19,No,Yes,Not Flat,28898.87,0,Urban,1526.7772836
552,1,4,755.02,No,Yes,Flat,34067.78,2,Urban,2090.7962481
553,0,2,764.65,Yes,Yes,Not Flat,11027.89,1,Urban,2517.4016688
554,1,5,571.11,No,Yes,Flat,29918.34,2,Rural,1683.7372464
555,1,6,986.3,No,Yes,Flat,28032.2,0,Rural,1304.6619381
556,2,5,726.25,Yes,Yes,Not Flat,29213.75,0,Urban,2373.2407821
557,0,9,856.15,No,Yes,Not Flat,26546.13,1,Urban,1665.9808329000002
558,3,8,698.03,No,No,Not Flat,28833.16,0,Urban,1619.2170816
559,1,5,846.64,Yes,Yes,Flat,13971.01,2,Urban,2887.4278212
560,3,4,679.48,No,Yes,Not Flat,42422.59,2,Urban,2327.2576239
561,3,1,767.12,Yes,Yes,Not Flat,24635.02,1,Rural,1533.5743052999999
562,3,5,650.6,No,Yes,Not Flat,23861.79,0,Urban,1629.1869354
563,3,5,758.62,No,Yes,Not Flat,28484.97,1,Rural,846.2191731
564,2,6,849.08,No,Yes,Flat,25230.29,2,Rural,1654.7110659
565,2,4,784.79,No,Yes,Flat,25128.15,2,Urban,2128.0266291
566,3,6,733.48,No,Yes,Not Flat,22880.75,1,Rural,869.182464
567,4,8,607.15,Yes,Yes,Flat,40047.03,1,Urban,2654.0587347
568,2,7,652.57,No,Yes,Not Flat,25566.98,1,Urban,1980.6236271000002
569,3,2,695.3,No,Yes,Not Flat,28278.67,0,Urban,1605.1444391999999
570,1,5,874.65,Yes,Yes,Flat,20070.34,1,Urban,2470.5159909
571,2,4,717.42,No,No,Not Flat,18993.48,2,Urban,1785.7425807
572,1,4,778.09,No,Yes,Not Flat,31208.61,1,Urban,2054.7719813999997
573,2,7,932.1,No,Yes,Flat,24188.14,2,Rural,1497.9898884
574,1,4,622.28,No,No,Not Flat,27825.25,1,Rural,1034.7838904999999
575,2,4,755.57,No,Yes,Flat,19598.82,1,Urban,2037.7896021
576,1,5,869.58,No,Yes,Flat,13976.87,0,Urban,1635.58959
577,1,4,630.91,No,No,Flat,29720.86,0,Urban,1504.3515435
578,1,5,761.19,Yes,No,Flat,31943.79,1,Urban,2608.6544676
579,1,3,886.07,No,Yes,Flat,22982.15,1,Rural,1345.1580978000002
580,3,7,867.73,No,Yes,Not Flat,23413.83,0,Rural,799.6480724999999
581,1,4,883.64,Yes,Yes,Flat,39365.49,1,Urban,2315.6958458999998
582,4,5,870.48,No,Yes,Flat,38274.33,0,Rural,1204.661091
583,2,5,1024.0,Yes,Yes,Not Flat,23140.23,1,Urban,2396.5246554
584,2,5,716.73,No,Yes,Flat,51.85,1,Rural,1079.8454922
585,2,6,578.78,No,Yes,Not Flat,35741.32,2,Urban,2073.825945
586,1,5,602.68,No,No,Flat,18477.49,1,Rural,1094.9688585
587,0,6,892.43,Yes,Yes,Flat,21027.82,1,Urban,2182.1057169
588,3,5,1064.88,Yes,Yes,Flat,20596.74,0,Urban,2301.279333
589,0,4,963.1,Yes,Yes,Not Flat,20828.59,3,Urban,2960.0925497999997
590,1,5,824.09,No,Yes,Flat,32799.66,0,Urban,1768.6899327
591,1,5,1032.83,Yes,Yes,Flat,34453.53,1,Urban,2362.5883008
592,3,4,675.74,Yes,Yes,Not Flat,21394.01,1,Urban,2607.7629363
593,1,3,956.4,Yes,Yes,Not Flat,13342.48,2,Rural,1518.1777923
594,2,9,835.64,No,Yes,Not Flat,19603.28,0,Urban,1464.5658177
595,1,5,689.15,No,Yes,Flat,30570.0,2,Urban,2523.3444590999998
596,2,5,875.28,No,Yes,Not Flat,28512.28,2,Urban,2099.459847
597,3,2,750.75,No,Yes,Flat,17242.08,1,Urban,1776.8142246
598,3,6,751.4,No,No,Flat,21288.94,2,Urban,2417.4980211
599,2,2,852.38,No,Yes,Not Flat,25600.11,2,Rural,1187.5647336
600,1,4,677.17,No,No,Not Flat,22290.57,2,Urban,1717.8693996
601,3,3,1027.08,No,No,Not Flat,13333.28,1,Rural,654.1390914
602,2,1,967.37,No,Yes,Not Flat,28745.23,2,Urban,2016.5149785
603,1,4,688.61,Yes,Yes,Not Flat,4994.76,0,Urban,2291.8950384
604,3,6,770.58,No,No,Not Flat,11919.18,1,Urban,1856.2661397
605,0,3,649.56,Yes,Yes,Not Flat,24884.65,0,Urban,1959.0319776
606,2,4,811.69,No,Yes,Flat,39518.02,2,Rural,1497.4624008
607,2,4,766.01,Yes,Yes,Flat,16610.41,0,Urban,2189.6314458
608,4,6,893.72,No,Yes,Flat,24822.96,0,Rural,1129.3560597
609,2,5,750.74,No,Yes,Not Flat,29119.48,1,Urban,1700.9132979
610,1,5,841.03,Yes,Yes,Not Flat,28153.11,3,Rural,2397.4636191
611,2,4,1015.02,No,Yes,Not Flat,37069.58,0,Urban,1662.7974549
612,2,8,825.89,Yes,Yes,Not Flat,31592.5,0,Urban,2264.187804
613,2,5,753.92,No,Yes,Flat,13236.41,1,Urban,2062.2661986000003
614,0,7,703.67,No,Yes,Flat,26051.29,1,Urban,2060.4785693999997
615,3,8,711.82,No,Yes,Flat,19788.33,1,Urban,2035.2046854
616,4,3,732.57,No,No,Flat,23679.47,0,Urban,1680.8613603000001
617,3,2,864.51,No,Yes,Flat,25012.42,0,Urban,1442.4980538
618,3,4,724.01,No,No,Not Flat,34647.94,1,Urban,1551.4722284999998
619,3,0,747.69,No,Yes,Flat,26251.25,2,Urban,2274.9402648
620,4,5,757.58,No,Yes,Not Flat,18735.41,3,Urban,2145.7861332
621,2,6,669.82,Yes,Yes,Flat,13241.11,1,Urban,2481.1716791999997
622,2,4,511.18,No,No,Flat,24732.64,0,Urban,1238.9064654
623,1,5,390.65,Yes,Yes,Flat,21047.34,3,Urban,2952.1163406
624,3,6,665.16,Yes,Yes,Not Flat,19141.79,1,Urban,2215.2749154
625,2,7,944.15,No,Yes,Not Flat,49063.95,1,Urban,1832.3329248
626,1,3,443.63,No,Yes,Flat,20706.53,1,Urban,2146.9268541
627,1,2,684.1,Yes,Yes,Not Flat,28602.42,1,Rural,1514.1834294
628,2,8,682.47,No,Yes,Not Flat,28083.17,1,Urban,1609.2483768
629,3,2,729.58,No,Yes,Flat,24148.75,3,Urban,2805.0253605
630,2,4,1033.89,No,Yes,Flat,33497.88,1,Urban,2201.8486832999997
631,1,5,525.89,No,Yes,Not Flat,31088.66,1,Rural,1043.1965616
632,-1,8,696.99,No,Yes,Flat,13396.89,0,Rural,967.1453177999999
633,3,3,761.02,No,No,Flat,35086.09,1,Urban,1561.9726887000002
634,2,7,746.7,No,Yes,Not Flat,16581.48,0,Rural,901.3006362000001
635,1,6,694.81,No,Yes,Flat,31686.0,2,Rural,1699.9452261000001
636,2,6,761.41,Yes,No,Flat,34722.1,1,Rural,1253.8937045999999
637,3,0,724.04,Yes,Yes,Not Flat,30385.25,1,Urban,2414.6673711000003
638,4,5,545.39,Yes,Yes,Not Flat,20700.19,0,Rural,1059.7998171
639,4,6,835.63,No,Yes,Not Flat,11469.2,2,Urban,2154.6676908
640,1,2,1004.55,No,Yes,Flat,18973.76,1,Rural,1083.9416469
641,3,3,776.97,No,No,Flat,27194.27,2,Urban,1781.0236638
642,4,9,770.0,No,Yes,Flat,26072.34,0,Urban,1865.7683541
643,1,4,834.24,No,Yes,Flat,31470.86,1,Urban,2327.7794231999997
644,0,5,543.82,No,Yes,Not Flat,21678.79,2,Rural,1427.6086506
645,2,4,863.94,No,Yes,Flat,28760.84,3,Urban,2767.6514916
646,1,9,1040.6,No,Yes,Flat,27620.24,0,Rural,1339.36737
647,2,4,989.18,No,No,Flat,12491.63,0,Urban,1815.6285114
648,3,5,615.59,Yes,No,Flat,27163.95,1,Rural,1513.4634033
649,1,4,706.03,Yes,Yes,Not Flat,24016.9,2,Rural,1890.5914122
650,3,8,867.52,Yes,Yes,Flat,20593.2,0,Rural,1751.1691677
651,4,4,724.42,Yes,Yes,Flat,29061.4,1,Urban,2609.4779079
652,3,6,771.15,No,Yes,Not Flat,13999.58,2,Rural,1086.448941
653,1,2,883.09,Yes,Yes,Flat,21622.9,1,Urban,2528.889615
654,2,6,874.2,No,No,Not Flat,36903.03,1,Rural,1190.6998656
655,2,7,889.54,Yes,Yes,Not Flat,41049.77,0,Rural,1250.3356683
656,1,3,644.34,No,Yes,Not Flat,29411.13,1,Rural,1047.9991719
657,3,6,723.02,No,No,Flat,25843.01,0,Rural,732.0518079000001
658,3,-1,673.71,No,Yes,Flat,30987.64,0,Urban,1532.0736276
659,3,7,832.49,No,Yes,Not Flat,10054.41,1,Rural,1100.9583882
660,1,6,896.52,Yes,Yes,Flat,10853.42,0,Urban,2306.7766854
661,3,1,773.71,No,No,Flat,16025.37,0,Urban,1215.8583204000001
662,2,2,872.1,No,Yes,Flat,14693.76,2,Urban,2086.5100086
663,4,4,751.46,No,Yes,Not Flat,29637.91,2,Urban,2162.7067416
664,3,3,1118.29,No,Yes,Not Flat,5037.37,1,Urban,1818.0236388
665,3,3,1007.11,Yes,Yes,Not Flat,16240.07,1,Urban,2338.0498973999997
666,2,4,680.77,No,Yes,Not Flat,33587.08,1,Urban,1559.703102
667,1,7,804.29,No,Yes,Not Flat,33096.67,1,Urban,2161.7790819
668,2,9,996.07,Yes,Yes,Not Flat,23587.13,3,Rural,2234.9739288
669,2,2,767.13,Yes,Yes,Flat,25828.96,1,Rural,1656.2107674000001
670,3,5,1189.12,No,Yes,Not Flat,23070.28,0,Urban,1421.4613602
671,3,8,998.26,No,Yes,Not Flat,13845.18,1,Urban,2152.8402744
672,2,4,890.88,Yes,Yes,Not Flat,42381.17,1,Rural,1472.5518141
673,2,3,541.84,No,Yes,Not Flat,1220.02,2,Urban,2245.0327506000003
674,2,4,871.99,No,No,Flat,34261.62,1,Rural,1192.0791684
675,1,6,537.8,Yes,No,Flat,14009.7,4,Urban,3251.180673
676,1,5,813.13,No,Yes,Not Flat,21015.26,2,Urban,1922.7451209
677,2,7,842.86,No,Yes,Flat,19564.25,1,Urban,1806.3067038
678,2,3,971.81,Yes,Yes,Flat,34339.53,3,Rural,2465.6481285
679,0,3,872.07,No,Yes,Not Flat,27389.26,2,Urban,1923.9627314999998
680,1,6,769.82,No,Yes,Not Flat,32041.19,0,Urban,1672.2110334
681,3,8,640.76,Yes,Yes,Not Flat,18882.26,0,Urban,2244.9969879
682,1,6,1129.49,No,Yes,Not Flat,25438.6,3,Urban,2586.2362761
683,1,6,523.18,No,Yes,Flat,13750.91,0,Urban,1422.0050496
684,2,5,842.97,No,Yes,Not Flat,16908.09,3,Urban,2419.4787429000003
685,1,4,605.37,No,No,Not Flat,20308.74,1,Rural,1029.3914544
686,1,6,889.07,No,Yes,Not Flat,17023.78,0,Rural,921.6968532000001
687,2,7,1002.39,Yes,Yes,Flat,24347.73,2,Urban,2791.2174591000003
688,3,10,875.56,No,No,Flat,24743.19,1,Urban,2048.0154285
689,2,5,633.56,Yes,Yes,Flat,28722.73,0,Rural,1661.2835154000002
690,1,7,691.1,Yes,Yes,Not Flat,25467.6,1,Urban,2566.5491604
691,2,5,806.86,No,Yes,Not Flat,25091.68,3,Urban,2401.2506025
692,1,5,853.32,Yes,Yes,Flat,42468.81,2,Urban,2907.7163664
693,2,2,700.66,No,Yes,Not Flat,20510.12,0,Urban,1661.1233655
694,2,4,984.69,No,No,Not Flat,37668.45,0,Urban,1178.5860189
695,3,6,679.75,Yes,No,Not Flat,14771.53,3,Urban,2661.350373
